Day,Date,Time,Room,Programme,sort,Programme.1,Unnamed: 7,Unnamed: 8,Programme.2,Unnamed: 10,Unnamed: 11,Programme.3,Unnamed: 13,Programme.4
DAY 2,2026-07-02,09:15-10:45,Room B,"10*The Contraction of Religion's Interstitial Social Space in China
Rogers, Megan
Duke Kunshan University
Tian, Zhenyu
Duke Kunshan University
Lou, Haozhe
Duke Kunshan University",53,10,The Contraction of Religion's Interstitial Social Space in China,"The Contraction of Religion's Interstitial Social Space in China: The Case of a Jiangnan Three-Self Church, 2015-2026",10*The Contraction of Religion's Interstitial Social Space in China,"10*The Contraction of Religion's Interstitial Social Space in China: The Case of a Jiangnan Three-Self Church, 2015-2026
",,"10*The Contraction of Religion's Interstitial Social Space in China: The Case of a Jiangnan Three-Self Church, 2015-2026

Rogers, Megan
Duke Kunshan University
Tian, Zhenyu
Duke Kunshan University
Lou, Haozhe
Duke Kunshan University",,"10*The Contraction of Religion's Interstitial Social Space in China: The Case of a Jiangnan Three-Self Church, 2015-2026
Rogers, Megan
Duke Kunshan University
Tian, Zhenyu
Duke Kunshan University
Lou, Haozhe
Duke Kunshan University"
DAY 2,2026-07-02,09:15-10:45,Room B,"2*Transnational Religious Networks of  Mongolia and the Mongolian Diaspora 
in the United States
Takizawa, Katsuhiko
Osaka University Of Economics",54,2,Transnational Religious Networks of  Mongolia and the Mongolian Diaspora ,Transnational Religious Networks of Mongolia and the Mongolian Diaspora in the United States,2*Transnational Religious Networks of  Mongolia and the Mongolian Diaspora ,"2*Transnational Religious Networks of Mongolia and the Mongolian Diaspora in the United States
",,"2*Transnational Religious Networks of Mongolia and the Mongolian Diaspora in the United States

in the United States
Takizawa, Katsuhiko
Osaka University Of Economics",,"2*Transnational Religious Networks of Mongolia and the Mongolian Diaspora in the United States
in the United States
Takizawa, Katsuhiko
Osaka University Of Economics"
DAY 2,2026-07-02,09:15-10:45,Room B,"122*Institutional Identity Structure and Its Construction Logic of 
Contemporary Chinese Buddhist Monastics
Weng, Kangjian
Shantou University",55,122,Institutional Identity Structure and Its Construction Logic of ,Institutional Identity Structure and Its Construction Logic of Contemporary Chinese Buddhist Monastics,122*Institutional Identity Structure and Its Construction Logic of ,"122*Institutional Identity Structure and Its Construction Logic of Contemporary Chinese Buddhist Monastics
",,"122*Institutional Identity Structure and Its Construction Logic of Contemporary Chinese Buddhist Monastics

Contemporary Chinese Buddhist Monastics
Weng, Kangjian
Shantou University",,"122*Institutional Identity Structure and Its Construction Logic of Contemporary Chinese Buddhist Monastics
Contemporary Chinese Buddhist Monastics
Weng, Kangjian
Shantou University"
DAY 2,2026-07-02,09:15-10:45,Room C,Religion and Social Theory II,56,Religion and Social Theory II,,,Religion and Social Theory II,,,,,
DAY 2,2026-07-02,09:15-10:45,Room C,"62*The Ontological Status of the Sacred in the Age of AI
Linh, Trinh Ngoc
Vietnam National University",57,62,The Ontological Status of the Sacred in the Age of AI,"The Ontological Status of the Sacred in the Age of AI: From ""Mind"" and ""Principle"" to Hyper-Reality",62*The Ontological Status of the Sacred in the Age of AI,"62*The Ontological Status of the Sacred in the Age of AI: From ""Mind"" and ""Principle"" to Hyper-Reality
",,"62*The Ontological Status of the Sacred in the Age of AI: From ""Mind"" and ""Principle"" to Hyper-Reality

Linh, Trinh Ngoc
Vietnam National University",,"62*The Ontological Status of the Sacred in the Age of AI: From ""Mind"" and ""Principle"" to Hyper-Reality
Linh, Trinh Ngoc
Vietnam National University"
DAY 2,2026-07-02,09:15-10:45,Room C,"64*Abiding Nowhere
Liu, Yining
Dharma Drum Institute Of Liberal Arts",58,64,Abiding Nowhere,Abiding Nowhere: An Inquiry into the Diamond Sutra in the Perspective of Liquid Modernity,64*Abiding Nowhere,"64*Abiding Nowhere: An Inquiry into the Diamond Sutra in the Perspective of Liquid Modernity
",,"64*Abiding Nowhere: An Inquiry into the Diamond Sutra in the Perspective of Liquid Modernity

Liu, Yining
Dharma Drum Institute Of Liberal Arts",,"64*Abiding Nowhere: An Inquiry into the Diamond Sutra in the Perspective of Liquid Modernity
Liu, Yining
Dharma Drum Institute Of Liberal Arts"
DAY 2,2026-07-02,09:15-10:45,Room C,"125*Rhizomatic Religion and Cosmovisiones
Oostveen, Daan F.
University Of Humanistic Studies",59,125,Rhizomatic Religion and Cosmovisiones,Rhizomatic Religion and Cosmovisiones,125*Rhizomatic Religion and Cosmovisiones,"125*Rhizomatic Religion and Cosmovisiones
",,"125*Rhizomatic Religion and Cosmovisiones

Oostveen, Daan F.
University Of Humanistic Studies",,"125*Rhizomatic Religion and Cosmovisiones
Oostveen, Daan F.
University Of Humanistic Studies"
DAY 2,2026-07-02,09:15-10:45,Room C,"76*Unify by Mission
Tsai, En-Ya
University Of Notre Dame",60,76,Unify by Mission,Unify by Mission: Evangelical Network Growth via Intragroup Tensions,76*Unify by Mission,"76*Unify by Mission: Evangelical Network Growth via Intragroup Tensions
",,"76*Unify by Mission: Evangelical Network Growth via Intragroup Tensions

Tsai, En-Ya
University Of Notre Dame",,"76*Unify by Mission: Evangelical Network Growth via Intragroup Tensions
Tsai, En-Ya
University Of Notre Dame"
DAY 2,2026-07-02,09:15-10:45,Room D,Religions in Southeast Asia II,61,Religions in Southeast Asia II,,,Religions in Southeast Asia II,,,,,
DAY 2,2026-07-02,09:15-10:45,Room D,"109*An Overview of Cross-Ethnic Religious Practices in Contemporary Indonesian Buddhism
Chiu, Tzu-Lung
Nashua University",62,109,An Overview of Cross-Ethnic Religious Practices in Contemporary Indonesian Buddhism,An Overview of Cross-ethnic Religious Practices in Contemporary Indonesian Buddhism: A Case Study of the Sangha Agung Indonesia,109*An Overview of Cross-Ethnic Religious Practices in Contemporary Indonesian Buddhism,"109*An Overview of Cross-ethnic Religious Practices in Contemporary Indonesian Buddhism: A Case Study of the Sangha Agung Indonesia
",,"109*An Overview of Cross-ethnic Religious Practices in Contemporary Indonesian Buddhism: A Case Study of the Sangha Agung Indonesia

Chiu, Tzu-Lung
Nashua University",,"109*An Overview of Cross-ethnic Religious Practices in Contemporary Indonesian Buddhism: A Case Study of the Sangha Agung Indonesia
Chiu, Tzu-Lung
Nashua University"
DAY 2,2026-07-02,09:15-10:45,Room D,"70*Beyond Sinicization
Lin, Yu-Sheng
Academia Sinica",63,70,Beyond Sinicization,Beyond Sinicization: From Datuk Gong to To Worship in Multi-Ethnic Southern Thailand,70*Beyond Sinicization,"70*Beyond Sinicization: From Datuk Gong to To Worship in Multi-Ethnic Southern Thailand
",,"70*Beyond Sinicization: From Datuk Gong to To Worship in Multi-Ethnic Southern Thailand

Lin, Yu-Sheng
Academia Sinica",,"70*Beyond Sinicization: From Datuk Gong to To Worship in Multi-Ethnic Southern Thailand
Lin, Yu-Sheng
Academia Sinica"
DAY 2,2026-07-02,09:15-10:45,Room D,"71*Chris Maria
Xu, Mingqian
Academia Sinica",64,71,Chris Maria,Chris Maria: Goddess in Cross-Cultural Maritime Belief?,71*Chris Maria,"71*Chris Maria: Goddess in Cross-Cultural Maritime Belief?
",,"71*Chris Maria: Goddess in Cross-Cultural Maritime Belief?

Xu, Mingqian
Academia Sinica",,"71*Chris Maria: Goddess in Cross-Cultural Maritime Belief?
Xu, Mingqian
Academia Sinica"
DAY 2,2026-07-02,09:15-10:45,Room D,"88*Beyond Guan Yin's Shadow
Sam, Li Ying
University Of Colombo",65,88,Beyond Guan Yin's Shadow,Beyond Guan Yin's Shadow: Zhao Cai Tong Zi (招财童子) and the Dynamics of Folk Buddhist Deity Centralization in Malaysia,88*Beyond Guan Yin's Shadow,"88*Beyond Guan Yin's Shadow: Zhao Cai Tong Zi (招财童子) and the Dynamics of Folk Buddhist Deity Centralization in Malaysia
",,"88*Beyond Guan Yin's Shadow: Zhao Cai Tong Zi (招财童子) and the Dynamics of Folk Buddhist Deity Centralization in Malaysia

Sam, Li Ying
University Of Colombo",,"88*Beyond Guan Yin's Shadow: Zhao Cai Tong Zi (招财童子) and the Dynamics of Folk Buddhist Deity Centralization in Malaysia
Sam, Li Ying
University Of Colombo"
DAY 2,2026-07-02,10:45-11:00,,BREAK,66,BREAK,,,BREAK,,,,,
DAY 2,2026-07-02,11:00-12:10,Room A,"Religion, Social Conflict and War",67,"Religion, Social Conflict and War",,,"Religion, Social Conflict and War",,,,,
DAY 2,2026-07-02,11:00-12:10,Room A,"5*Two Impeachments and the Development of Protestant Fundamentalism in Korea
Jang, Hyung Chull
Induk University",68,5,Two Impeachments and the Development of Protestant Fundamentalism in Korea,Two Impeachments and the Development of Protestant Fundamentalism in Korea: Mobilizing Infrastructures and Justificatory Frames in the Park and Yoon Cases,5*Two Impeachments and the Development of Protestant Fundamentalism in Korea,"5*Two Impeachments and the Development of Protestant Fundamentalism in Korea: Mobilizing Infrastructures and Justificatory Frames in the Park and Yoon Cases
",,"5*Two Impeachments and the Development of Protestant Fundamentalism in Korea: Mobilizing Infrastructures and Justificatory Frames in the Park and Yoon Cases

Jang, Hyung Chull
Induk University",,"5*Two Impeachments and the Development of Protestant Fundamentalism in Korea: Mobilizing Infrastructures and Justificatory Frames in the Park and Yoon Cases
Jang, Hyung Chull
Induk University"
DAY 2,2026-07-02,11:00-12:10,Room A,"77*Why Did the Monks Take Part in The Imjin War
Kim, Sung-Eun Thomas
Dongguk University",69,77,Why Did the Monks Take Part in The Imjin War,Why did the Monks Take Part in the Imjin War?: A Question of Corrupted Monks or Institutional Necessity,77*Why Did the Monks Take Part in The Imjin War,"77*Why did the Monks Take Part in the Imjin War?: A Question of Corrupted Monks or Institutional Necessity
",,"77*Why did the Monks Take Part in the Imjin War?: A Question of Corrupted Monks or Institutional Necessity

Kim, Sung-Eun Thomas
Dongguk University",,"77*Why did the Monks Take Part in the Imjin War?: A Question of Corrupted Monks or Institutional Necessity
Kim, Sung-Eun Thomas
Dongguk University"
DAY 2,2026-07-02,11:00-12:10,Room A,"85*The Unexamined Unification Church in Japan
Sakurai, Yoshihide
Hokkaido University",70,85,The Unexamined Unification Church in Japan,The Unexamined Unification Church in Japan: The Trial of the Suspect in the Assassination of Former Prime Minister Shinzo Abe,85*The Unexamined Unification Church in Japan,"85*The Unexamined Unification Church in Japan: The Trial of the Suspect in the Assassination of Former Prime Minister Shinzo Abe
",,"85*The Unexamined Unification Church in Japan: The Trial of the Suspect in the Assassination of Former Prime Minister Shinzo Abe

Sakurai, Yoshihide
Hokkaido University",,"85*The Unexamined Unification Church in Japan: The Trial of the Suspect in the Assassination of Former Prime Minister Shinzo Abe
Sakurai, Yoshihide
Hokkaido University"
DAY 2,2026-07-02,11:00-12:10,Room B,"Ritual, Festival and Religion I",71,"Ritual, Festival and Religion I",,,"Ritual, Festival and Religion I",,,,,
DAY 2,2026-07-02,11:00-12:10,Room B,"127*Buddha's Birthday Celebrations and the Social Impact of Buddhist Organizations 
in Hong Kong
Wang, Bing
Hong Kong Chu Hai College",72,127,Buddha's Birthday Celebrations and the Social Impact of Buddhist Organizations ,Buddha's Birthday Celebrations and the Social Impact of Buddhist Organizations in Hong Kong: A Case Study of the Hong Kong Buddhist Association and Fo Guang Vihara Hong Kong,127*Buddha's Birthday Celebrations and the Social Impact of Buddhist Organizations ,"127*Buddha's Birthday Celebrations and the Social Impact of Buddhist Organizations in Hong Kong: A Case Study of the Hong Kong Buddhist Association and Fo Guang Vihara Hong Kong
",,"127*Buddha's Birthday Celebrations and the Social Impact of Buddhist Organizations in Hong Kong: A Case Study of the Hong Kong Buddhist Association and Fo Guang Vihara Hong Kong

in Hong Kong
Wang, Bing
Hong Kong Chu Hai College",,"127*Buddha's Birthday Celebrations and the Social Impact of Buddhist Organizations in Hong Kong: A Case Study of the Hong Kong Buddhist Association and Fo Guang Vihara Hong Kong
in Hong Kong
Wang, Bing
Hong Kong Chu Hai College"
DAY 2,2026-07-02,11:00-12:10,Room B,"3*The Localization of Humanistic Buddhism in Latin America
Chi, Wei-Hsian
Academia Sinica",73,3,The Localization of Humanistic Buddhism in Latin America,The Localization of Humanistic Buddhism in Latin America: The Global Outreach of Fo Guang Shan,3*The Localization of Humanistic Buddhism in Latin America,"3*The Localization of Humanistic Buddhism in Latin America: The Global Outreach of Fo Guang Shan
",,"3*The Localization of Humanistic Buddhism in Latin America: The Global Outreach of Fo Guang Shan

Chi, Wei-Hsian
Academia Sinica",,"3*The Localization of Humanistic Buddhism in Latin America: The Global Outreach of Fo Guang Shan
Chi, Wei-Hsian
Academia Sinica"
DAY 2,2026-07-02,11:00-12:10,Room B,"32*When Buddha Meets the Gods
Venerable Miaogon 妙功法師
Fo Guang Shan Buddha Musem Academic Development Committee (佛光山佛陀紀念館學術發展委員會)",74,32,When Buddha Meets the Gods,When Buddha Meets the Gods- A Religious Carnival of Human Connection（世界神明聯誼會-人與人之間的宗教嘉年華）,32*When Buddha Meets the Gods,"32*When Buddha Meets the Gods- A Religious Carnival of Human Connection（世界神明聯誼會-人與人之間的宗教嘉年華）
",,"32*When Buddha Meets the Gods- A Religious Carnival of Human Connection（世界神明聯誼會-人與人之間的宗教嘉年華）

Venerable Miaogon 妙功法師
Fo Guang Shan Buddha Musem Academic Development Committee (佛光山佛陀紀念館學術發展委員會)",,"32*When Buddha Meets the Gods- A Religious Carnival of Human Connection（世界神明聯誼會-人與人之間的宗教嘉年華）
Venerable Miaogon 妙功法師
Fo Guang Shan Buddha Musem Academic Development Committee (佛光山佛陀紀念館學術發展委員會)"
DAY 2,2026-07-02,11:00-12:10,Room C,Religion and Social Theory III,75,Religion and Social Theory III,,,Religion and Social Theory III,,,,,
